row_id,raw_margin
203,-7.694063663482666
3035,-9.213113784790039
2079,-6.263003349304199
2559,-5.6679463386535645
1925,-4.170810222625732
657,-7.876408100128174
3946,-6.839018821716309
4474,-7.181841850280762
3701,-4.853213787078857
1776,-0.2859528958797455
3343,-0.5504942536354065
5685,3.7201216220855713
3125,2.852346181869507
3262,-0.19063684344291687
5535,-0.7601344585418701
3027,-7.211325168609619
2561,-6.439847469329834
1141,1.4231230020523071
4945,-6.501841068267822
4294,-7.644787788391113
2349,-10.5391845703125
4349,-8.616390228271484
4589,-5.901271343231201
5413,-7.099939346313477
1627,-6.523770332336426
4883,-7.973569869995117
5221,-7.445387840270996
4059,-7.506489276885986
5228,-7.602787017822266
2420,-6.555362701416016
3593,-2.7063233852386475
219,-5.26102352142334
4417,-5.688570022583008
2822,-4.662577152252197
2690,-4.8591203689575195
3688,-5.019104480743408
1114,-2.2293331623077393
3326,-4.522721290588379
2995,-3.8001301288604736
1629,-6.103139877319336
3198,-7.883674621582031
2938,-5.602753639221191
5692,1.0978764295578003
935,-8.662959098815918
2382,-7.208081245422363
676,-6.489649295806885
783,-5.296412467956543
2716,-5.445575714111328
4326,-6.602352142333984
5661,6.009718894958496
5192,-1.5809400081634521
2911,-9.388127326965332
4545,-10.311396598815918
3007,-9.385934829711914
809,-6.517337799072266
5578,5.23783540725708
212,-8.340542793273926
4971,-3.6791865825653076
4389,-2.3862271308898926
4268,-8.272323608398438
4725,-10.253732681274414
4406,-6.378044605255127
2089,-4.260165214538574
2611,-3.500462770462036
2218,-7.30026912689209
4193,-9.064414978027344
3876,-5.5474419593811035
5821,3.8010246753692627
508,-10.515284538269043
354,-6.149674415588379
3500,-4.539854049682617
1755,-4.678243637084961
1775,-9.215702056884766
1087,-3.2666945457458496
3245,-7.10207986831665
2813,-6.635499954223633
287,-5.632272720336914
4973,-7.01310920715332
3005,-4.835278034210205
3667,-2.702744483947754
330,-9.571279525756836
1371,-5.761566638946533
187,-5.243208885192871
2427,-2.2112929821014404
5344,-7.873804569244385
14,-4.3901896476745605
3248,-1.9003525972366333
5729,7.095946788787842
5003,-2.7769229412078857
1316,-3.328460931777954
117,-9.023303985595703
2452,-6.839156627655029
2194,-6.839197635650635
3742,-6.3153228759765625
2635,4.086265563964844
25,-4.552708148956299
4041,0.04732605442404747
4234,-5.7502336502075195
4390,-6.324492454528809
3350,-3.654656410217285
1956,-4.651698112487793
3517,-4.625431537628174
3938,-7.423130035400391
433,-5.9673004150390625
1104,-6.500355243682861
1347,-7.525381088256836
3170,-2.6787328720092773
5146,-8.413922309875488
2523,-6.619784355163574
5213,-6.395859241485596
62,-4.982651233673096
1859,-4.236752033233643
4519,-4.475554466247559
4275,-7.995098114013672
4108,-6.086431503295898
2702,-5.243874549865723
3568,-8.320990562438965
5781,6.063755989074707
2085,-7.045382976531982
5710,-1.7567116022109985
4862,-4.444599151611328
3829,-8.301782608032227
4827,-4.8605780601501465
4820,-9.338215827941895
5182,-6.889246940612793
5739,0.46724799275398254
338,-6.148166179656982
3479,-1.2740739583969116
2591,-1.767930507659912
2339,-4.575191020965576
767,-6.249046325683594
2122,-2.759612798690796
103,-7.515460968017578
2212,-4.195672988891602
690,-6.945050239562988
4662,-5.7600507736206055
3542,-6.107542514801025
5067,-5.052775859832764
2689,-4.171011924743652
3238,-9.054549217224121
3119,-4.611902236938477
1163,-4.538960933685303
5276,-7.33546257019043
64,-5.640283107757568
4015,-7.47828483581543
2821,-5.535621643066406
2252,-6.441625118255615
728,-6.9115800857543945
3101,-6.303593158721924
3553,-4.932729244232178
3274,-3.7272562980651855
5465,-0.1882626861333847
3801,-4.839958190917969
4555,-2.137584686279297
4538,-5.265380382537842
872,-7.132213115692139
368,-4.156869411468506
1407,-1.1994807720184326
5393,-4.475911617279053
4411,-4.7773118019104
1624,-7.149354457855225
3396,-5.215035438537598
2597,-1.8345881700515747
1461,-4.947823524475098
621,-5.789205551147461
2494,-8.118950843811035
2145,-5.412573337554932
4693,-2.3197662830352783
4726,-2.8455026149749756
4576,-2.192782163619995
592,-6.84920072555542
413,-8.329949378967285
3413,-8.05419635772705
2700,-7.532840251922607
5399,-7.834015846252441
4627,-8.796243667602539
5111,-7.984725475311279
1497,-5.423371315002441
4754,-7.705141067504883
5061,-2.812645435333252
3663,-5.8007965087890625
3950,-3.8238890171051025
4612,-5.9145989418029785
5563,-0.7627997994422913
4967,-5.1385273933410645
892,-10.207051277160645
2488,-5.279391288757324
2227,-10.01125431060791
1778,-5.953499794006348
2388,-8.195516586303711
1096,-6.0646653175354
5021,-10.149803161621094
3489,-2.8044722080230713
3306,-7.177623271942139
5280,-5.602385997772217
3824,-3.473571300506592
5481,-3.4618587493896484
3597,-2.940324544906616
2696,-8.875475883483887
1869,-2.387111186981201
3452,-7.64656925201416
5371,-7.835984230041504
4886,-5.714570045471191
1124,-7.771089553833008
2515,-3.200221538543701
4910,-4.496561527252197
4505,-6.458834648132324
860,-4.459761619567871
2882,-3.2046144008636475
2155,-3.742309093475342
3580,-7.959355354309082
626,-8.491342544555664
2949,-0.37923622131347656
132,-2.517920970916748
4240,-5.130715370178223
3132,-5.250652313232422
1639,-7.80362606048584
2617,-4.284886837005615
4380,-7.445271968841553
3211,-5.749593734741211
4909,-2.940983295440674
3755,-9.386752128601074
5793,-0.6174113154411316
4149,-9.248372077941895
2652,-2.453031063079834
3984,-3.0812366008758545
4221,-7.156095504760742
614,-8.00185775756836
221,-6.197951316833496
5177,-2.2761316299438477
1428,-5.819606304168701
4560,-4.73908805847168
2917,-9.498954772949219
2292,-0.6378890872001648
3108,-7.229794025421143
4016,-6.000861167907715
4460,-2.7300798892974854
2528,-5.513488292694092
207,-10.200480461120605
107,-5.316056251525879
4065,-7.8799614906311035
2393,-9.365682601928711
4931,-2.674074172973633
4520,-6.046532154083252
5659,2.7783782482147217
4398,-6.429386615753174
4131,-6.380620002746582
572,-4.919002056121826
4527,-5.037890911102295
5814,-3.408665418624878
2571,-2.0099854469299316
1013,-9.075699806213379
5771,2.0102760791778564
3972,-1.5223619937896729
3490,-5.175584316253662
1049,-4.8086934089660645
3256,-6.9327826499938965
5414,-2.4674582481384277
4055,-9.493448257446289
4033,-6.672976493835449
3794,-4.605405330657959
5400,-1.1270760297775269
4975,-5.952024936676025
3671,-9.66411018371582
1656,-4.420742511749268
498,-7.3862996101379395
185,-5.318350791931152
2767,-8.084463119506836
5267,-6.089176177978516
908,-9.558450698852539
5823,2.291640520095825
137,-9.084742546081543
1512,-5.7492451667785645
3094,-4.991550445556641
3830,-5.978242874145508
5586,1.951541543006897
2729,-4.99482536315918
343,-10.805144309997559
5237,-7.841838359832764
3640,-2.364840030670166
4024,-8.120328903198242
897,-6.0695085525512695
2746,-9.809170722961426
2090,-8.287115097045898
3524,-10.583525657653809
1481,-4.343075752258301
1928,-4.583461761474609
1523,-5.581532955169678
2723,-5.689949989318848
289,-6.564202308654785
5479,0.5911673903465271
4352,-2.7409491539001465
2039,-3.985830068588257
5441,-8.67439079284668
4654,-6.715515613555908
4436,-5.898575782775879
4496,-3.6772286891937256
4195,-7.847748279571533
517,-5.435922145843506
5409,-10.322328567504883
2928,-4.44248104095459
4510,-7.905215263366699
4780,-5.621966361999512
3203,-4.677260875701904
3835,-7.654976844787598
4940,-3.6385741233825684
367,-9.11896800994873
1556,-4.210790157318115
4685,-4.728700637817383
1836,-5.601828098297119
2501,-6.392718315124512
556,-2.279508590698242
4078,-0.5084339380264282
2267,-3.9851057529449463
3614,-6.8448991775512695
5528,0.8480100631713867
1352,-4.1257243156433105
2315,-6.791922092437744
2066,1.9084959030151367
3879,-10.71374225616455
3761,-8.066669464111328
1815,-8.796272277832031
2874,-7.810948848724365
2041,-4.583008289337158
522,-8.899003982543945
5732,0.8139521479606628
2328,-6.4378228187561035
3662,-2.750093460083008
3183,-4.383166790008545
3017,-5.097593784332275
349,-6.8116841316223145
5070,-5.919130325317383
2280,-3.903607130050659
2736,-7.037478446960449
568,-9.90292739868164
4156,-7.919894695281982
161,-6.896181106567383
4291,-5.883225917816162
2657,-4.444082260131836
54,-3.5415995121002197
519,-7.703957557678223
5531,1.847834587097168
1787,-6.3509602546691895
3371,-8.291121482849121
4265,-6.062807083129883
4278,0.8664734959602356
3082,-3.846047878265381
5325,-7.04645299911499
96,-7.501862525939941
3573,-7.243293285369873
398,-0.8149340748786926
5612,-2.854062080383301
3230,-6.322475433349609
4572,-8.52234172821045
2195,-8.923996925354004
3925,-5.371191501617432
4806,-7.208671569824219
3070,-2.65393328666687
2957,-3.2089927196502686
2771,-6.037455081939697
4784,-5.762685775756836
3459,-8.12235164642334
1696,-8.00088119506836
217,-9.037314414978027
3934,-6.333892345428467
5658,-2.455183267593384
4759,-3.6977014541625977
5315,-9.28608512878418
5616,-5.054062843322754
3969,-6.015822410583496
3814,2.820303440093994
5443,2.0767018795013428
3134,-2.8533761501312256
3911,-7.664649486541748
1860,-4.688764572143555
1224,-4.301863193511963
2827,-7.623849391937256
4905,-7.802950382232666
1274,-3.5626211166381836
3353,-3.8127236366271973
3827,-5.993478775024414
5720,-5.8617730140686035
3502,-4.611135482788086
3184,-4.984104156494141
60,-6.78757905960083
2322,-7.9972429275512695
426,-8.067960739135742
1737,-7.783103942871094
3338,-6.918593406677246
2516,-9.473137855529785
5453,-0.3793114125728607
2673,-4.069225311279297
3427,-7.336457252502441
1814,-6.936862468719482
5483,0.45337629318237305
5591,0.7749274969100952
3603,-7.921894550323486
4049,-6.44586181640625
1268,-6.884592533111572
2722,-2.6543703079223633
2245,-0.3974277675151825
3451,-2.1887009143829346
4609,-6.518200874328613
369,-4.307590484619141
491,-7.453289985656738
836,-6.250337600708008
4761,-5.786700248718262
1736,-8.79534912109375
933,-5.801461219787598
451,-4.8098297119140625
4924,-9.354401588439941
5468,3.506730794906616
3305,-2.9883363246917725
5767,3.8955276012420654
1211,-5.131415843963623
3720,-6.427533149719238
4969,-5.885200023651123
4596,-8.097504615783691
5634,3.776031494140625
1717,-7.2709503173828125
122,-5.699393272399902
154,-8.390000343322754
4344,-7.474548816680908
2156,-3.7628726959228516
2667,-3.749478340148926
5349,-6.5874457359313965
2061,-8.990555763244629
4694,-0.0682293027639389
2146,-4.165772438049316
1518,-6.3698015213012695
5555,1.3975282907485962
3328,-5.320857524871826
5550,6.237820625305176
2287,-9.0797700881958
1991,-6.588609218597412
1692,-4.302689552307129
4314,-6.82884407043457
3632,-4.830136299133301
3607,-7.713161945343018
3465,-4.435052394866943
288,-4.627981662750244
810,-5.164742946624756
4114,-1.7595648765563965
1020,-8.123771667480469
2077,-9.28965950012207
3528,-9.195301055908203
2405,-9.20392894744873
685,-4.814286708831787
695,-11.699553489685059
2753,-3.3662264347076416
768,-2.508652448654175
2169,-5.756971836090088
577,-10.17478084564209
1036,-7.2314276695251465
4155,-4.877462387084961
5780,-4.347634792327881
3079,-2.9507594108581543
3356,-5.905712604522705
4913,-3.0145623683929443
4437,-7.688936710357666
2262,-6.443429470062256
1876,-3.669649362564087
4672,-6.640738487243652
3411,-5.170454502105713
3944,-6.172226428985596
4511,-10.112872123718262
5646,-3.3459692001342773
1983,-7.053931713104248
5306,-4.206883907318115
5312,-4.240117073059082
5840,1.0153383016586304
824,-2.4441001415252686
5410,-3.7928988933563232
2294,-5.629881858825684
2298,-6.184523582458496
186,-3.73042368888855
2188,-6.08928918838501
4351,-3.703169107437134
2778,-10.92041301727295
1228,-0.7444998025894165
391,-9.780409812927246
160,-7.262760639190674
2289,-6.418972969055176
722,-1.4375215768814087
2075,-7.812343597412109
4090,-4.024074077606201
4113,-8.189298629760742
3899,-7.66105842590332
1289,0.3988174796104431
5747,-1.3273327350616455
5165,-6.745887279510498
2556,-4.911726951599121
3226,-1.9786394834518433
261,-6.207040786743164
1339,-6.027942657470703
2025,-2.328622579574585
2857,-2.800617218017578
1531,-9.74931812286377
2540,-8.05696964263916
3692,-7.254693508148193
2431,-7.081003665924072
18,-6.604055404663086
4843,-5.393793106079102
3807,-1.1291193962097168
4470,-8.275145530700684
3821,-5.755786895751953
2082,-7.382695198059082
2490,-6.815820217132568
1988,2.9550509452819824
4718,-7.835175514221191
5502,7.064105987548828
5426,-3.479295253753662
3276,-7.955167293548584
1617,-0.9170221090316772
5181,-6.650851726531982
1345,-5.293169021606445
3802,-7.417070388793945
4625,-9.484882354736328
1176,-1.7907871007919312
2310,-6.718846321105957
670,-6.905956268310547
3953,-8.302397727966309
5243,-7.4853515625
1226,-7.847989559173584
1911,-2.203242540359497
5687,-5.46240758895874
628,-9.898521423339844
3136,-7.5660080909729
1922,-8.4954833984375
918,-5.931478500366211
4198,-5.624507904052734
5230,-2.1463701725006104
490,-5.782415866851807
151,-4.505014419555664
280,-3.0232012271881104
306,-5.047950744628906
3579,-5.130680084228516
5509,-0.9729882478713989
4821,-5.1537017822265625
357,-7.003211975097656
5035,-7.198601245880127
566,-7.407018661499023
4982,-0.7819269895553589
2902,-5.402963638305664
458,-7.934288501739502
3738,-7.267618179321289
3055,-3.5373122692108154
763,-1.1512564420700073
431,-7.158339977264404
1726,-4.728822231292725
4869,-5.86386251449585
2261,-7.494076251983643
5815,-3.865196704864502
305,-4.0348944664001465
4321,-8.294556617736816
4150,-7.898253440856934
3971,-5.237233638763428
1527,-1.3635077476501465
2370,-7.363463401794434
4085,-4.461333751678467
5250,-6.926113128662109
2637,-1.4101994037628174
