COMPANY_ID,RAW_MARGIN,CALIBRATED_PROBABILITY
ESIK-05585,6.792376518249512,0.9919508956194376
ESIK-05594,6.784971714019775,0.9919042381342276
ESIK-05817,6.456610202789307,0.9895422096351881
ESIK-05810,6.246658802032471,0.9876866636975073
ESIK-05546,6.24359655380249,0.9876573230078177
ESIK-05740,6.0454325675964355,0.9856044480178843
ESIK-05709,5.774575233459473,0.9822453863388761
ESIK-05567,5.427009582519531,0.976790107464342
ESIK-05673,5.407565116882324,0.9764406725105949
ESIK-05691,5.268767356872559,0.973792968453774
ESIK-05495,5.2391743659973145,0.9731920766162804
ESIK-05758,5.186696529388428,0.9720934006208115
ESIK-05797,5.181414604187012,0.9719804251720572
ESIK-05470,5.168703556060791,0.9717067241280544
ESIK-05839,5.073206424713135,0.969565827696893
ESIK-05733,4.8711676597595215,0.9645074991232887
ESIK-05765,4.790170669555664,0.9622598100190716
ESIK-02536,4.484742641448975,0.9524934140443804
ESIK-05556,4.450699329376221,0.9512664199727943
ESIK-05686,4.421131610870361,0.9501763934108381
ESIK-05756,4.381667613983154,0.9486855092773233
ESIK-05792,4.197540283203125,0.9411556498487359
ESIK-05649,4.042860984802246,0.9340414420744013
ESIK-05492,4.015300750732422,0.9326926810062444
ESIK-05667,3.868011713027954,0.9250414811282279
ESIK-05496,3.867041826248169,0.9249885429905075
ESIK-05543,3.8547022342681885,0.9243120212349236
ESIK-05730,3.851012945175171,0.9241086695711779
ESIK-05722,3.8202922344207764,0.9223957962280824
ESIK-05721,3.7881104946136475,0.9205635504280562
ESIK-05577,3.7852063179016113,0.9203962725193089
ESIK-01294,3.4976119995117188,0.9021577426221752
ESIK-05702,3.2484874725341797,0.8834376590243403
ESIK-05754,3.201561689376831,0.8795809819725292
ESIK-05714,3.1245923042297363,0.8730168277256855
ESIK-05786,2.9690003395080566,0.8588127069109147
ESIK-05651,2.963883399963379,0.8583237661812793
ESIK-05674,2.932563066482544,0.8553001315756423
ESIK-05766,2.66178560256958,0.8268855679090102
ESIK-05647,2.6194803714752197,0.8220682123942858
ESIK-02513,2.493945837020874,0.8071565399375532
ESIK-03127,2.315396547317505,0.7843395433138999
ESIK-05773,2.085970640182495,0.7522408576769043
ESIK-01653,2.0638201236724854,0.7489780039138645
ESIK-05540,2.0102779865264893,0.7409738390175801
ESIK-05842,1.9817960262298584,0.7366489540547101
ESIK-05824,1.8482965230941772,0.7157692802704136
ESIK-05671,1.8478729724884033,0.7157014684916959
ESIK-00182,1.7715665102005005,0.7033271310442575
ESIK-05746,1.6875965595245361,0.6893570835555993
ESIK-05316,1.6409989595413208,0.6814508296248398
ESIK-04333,1.471835732460022,0.6518840700299428
ESIK-03928,1.4322552680969238,0.6447830005519559
ESIK-04872,1.3012149333953857,0.6208289398115524
ESIK-05147,1.2357405424118042,0.6086272893251155
ESIK-05579,1.202065348625183,0.6022972989624893
ESIK-05488,1.1718701124191284,0.5965921255537161
ESIK-05467,1.1667897701263428,0.5956296126738388
ESIK-04197,0.8586575984954834,0.5361408041056085
ESIK-02300,0.8021227717399597,0.5250609836470317
ESIK-05648,0.6948722004890442,0.5039828064846258
ESIK-01125,0.5955087542533875,0.48444041799109455
ESIK-02078,0.5865746736526489,0.4826847421380067
ESIK-05514,0.5569585561752319,0.47686804239149855
ESIK-05454,0.5301521420478821,0.47160853869678615
ESIK-05820,0.5078767538070679,0.4672427765764451
ESIK-05458,0.3799426257610321,0.4422860470971432
ESIK-05464,0.32590341567993164,0.43182395731129464
ESIK-05783,0.2726436257362366,0.4215718980647216
ESIK-02660,0.24684645235538483,0.41662979370126885
ESIK-02980,0.18751969933509827,0.40532912684347555
ESIK-00424,0.16006135940551758,0.40013181289569005
ESIK-05541,0.12344098836183548,0.39323532213320217
ESIK-05477,0.1226067915558815,0.3930787063911538
ESIK-05809,-0.041017696261405945,0.3628196541499897
ESIK-05735,-0.04982743412256241,0.3612185258365194
ESIK-02183,-0.05277649685740471,0.36068323374531064
ESIK-03983,-0.09583279490470886,0.35290794074403475
ESIK-04066,-0.11539999395608902,0.34939969807667065
ESIK-00239,-0.13364513218402863,0.34614310865314085
ESIK-00674,-0.1648169755935669,0.3406125657318876
ESIK-03277,-0.19493640959262848,0.33530964812084857
ESIK-05542,-0.22719340026378632,0.32967614100069487
ESIK-00053,-0.27251389622688293,0.3218433672062562
ESIK-03369,-0.28031012415885925,0.3205058238791533
ESIK-05799,-0.33616870641708374,0.3110095399300895
ESIK-01050,-0.3685441017150879,0.3055768224213229
ESIK-00760,-0.39044463634490967,0.3019321338789093
ESIK-05621,-0.3940238058567047,0.3013388380602432
ESIK-03623,-0.4248514473438263,0.2962563378302429
ESIK-05487,-0.4872644245624542,0.2861202358013007
ESIK-02800,-0.49786803126335144,0.28441895928403804
ESIK-05596,-0.6271699666976929,0.26417212279411656
ESIK-03080,-0.6489182114601135,0.26085888846698063
ESIK-05640,-0.6935271620750427,0.2541476171678908
ESIK-04136,-0.7383880615234375,0.24751425415618264
ESIK-01377,-0.7674576044082642,0.24327839719436328
ESIK-04717,-0.821840226650238,0.23548703169035606
ESIK-01891,-0.8236097097396851,0.23523644222996687
ESIK-03525,-0.8236638903617859,0.23522877222929958
ESIK-00818,-0.8364819288253784,0.233419074223608
ESIK-03549,-0.8397600054740906,0.23295782122708683
ESIK-05572,-0.898694634437561,0.22477375180969372
ESIK-03676,-0.9235631823539734,0.22138216911722408
ESIK-03359,-0.9489161968231201,0.2179623792519688
ESIK-05299,-0.9973272681236267,0.21153868046577762
ESIK-05166,-1.0063844919204712,0.2103523764045201
ESIK-00448,-1.059541940689087,0.20348838754237336
ESIK-03009,-1.0953898429870605,0.1989544660540982
ESIK-01688,-1.1360985040664673,0.19389834662069066
ESIK-03439,-1.1789346933364868,0.1886839936031197
ESIK-04473,-1.2149423360824585,0.18438465762910522
ESIK-05551,-1.2169777154922485,0.18414391084331175
ESIK-00873,-1.281747579574585,0.17660965968737852
ESIK-03323,-1.293019413948059,0.17532350695433313
ESIK-00700,-1.3462278842926025,0.16935174719872076
ESIK-05597,-1.3722176551818848,0.1664942103035247
ESIK-00745,-1.3831793069839478,0.16530061243211613
ESIK-05063,-1.3969918489456177,0.16380636892992878
ESIK-05157,-1.4765920639038086,0.1554062249591805
ESIK-02848,-1.4867527484893799,0.15435965912786398
ESIK-00821,-1.491156816482544,0.15390782637919745
ESIK-03137,-1.502859115600586,0.1527124927588972
ESIK-02563,-1.5216453075408936,0.15080950129968554
ESIK-05511,-1.558199167251587,0.14716262084044102
ESIK-03144,-1.5585403442382812,0.1471289288352691
ESIK-01598,-1.6540738344192505,0.13794366021137372
ESIK-05106,-1.7160899639129639,0.1322423395239089
ESIK-04259,-1.7181878089904785,0.13205301658202073
ESIK-03466,-1.7750072479248047,0.1270121507035736
ESIK-05764,-1.8459502458572388,0.12094999738143551
ESIK-05768,-1.8589595556259155,0.11986578970249326
ESIK-02407,-1.9300931692123413,0.11408498300623385
ESIK-00089,-1.9366109371185303,0.11356763323669349
ESIK-05641,-1.9423822164535522,0.11311124488297451
ESIK-03507,-1.9530072212219238,0.11227521171345405
ESIK-03102,-1.96293306350708,0.1114990741701419
ESIK-01322,-1.9649908542633057,0.11133875639945831
ESIK-04771,-1.9668755531311035,0.1111921007617367
ESIK-04613,-1.968309998512268,0.11108059436535066
ESIK-03347,-2.0028340816497803,0.10842625653376636
ESIK-03630,-2.012047052383423,0.10772740822041242
ESIK-01689,-2.017557382583618,0.10731131833815206
ESIK-03734,-2.0352742671966553,0.10598306993636172
ESIK-01504,-2.0863969326019287,0.1022313306434478
ESIK-05287,-2.088782787322998,0.1020591467000637
ESIK-04695,-2.1042661666870117,0.10094796774846004
ESIK-03321,-2.127636432647705,0.09929111873862312
ESIK-00551,-2.1357100009918213,0.09872438477643836
ESIK-01833,-2.1659739017486572,0.09662553868190794
ESIK-03906,-2.1730356216430664,0.09614156555647438
ESIK-03378,-2.2281687259674072,0.09243699274502333
ESIK-03376,-2.2614352703094482,0.09026418502643925
ESIK-04621,-2.2675764560699463,0.08986813723595724
ESIK-00804,-2.311652898788452,0.08707132148305613
ESIK-03064,-2.325209140777588,0.08622708737790333
ESIK-04753,-2.3392980098724365,0.08535754545975277
ESIK-01206,-2.3511321544647217,0.08463331325951985
ESIK-01063,-2.353950023651123,0.08446168776216655
ESIK-00012,-2.36214542388916,0.08396433194722355
ESIK-03916,-2.4394168853759766,0.07940427169688534
ESIK-02438,-2.4454386234283447,0.07905857621389296
ESIK-03585,-2.4942355155944824,0.07630763353069055
ESIK-00098,-2.5363616943359375,0.07400367098445779
ESIK-01359,-2.550161361694336,0.07326296296797187
